X	Y	Species	Type	Diam	Height	ParamG1
18	47	ABMA	Adult	9	0	0
26	45.5	ABMA	Adult	11.5	0	0
27	51	ABCO	Adult	156.52	0	0
78	3	ABMA	Adult	36	0	0
79	5	ABCO	Adult	8.5	0	0
33	5	ABMA	Adult	8.4	0	0
72	40	ABCO	Adult	2.2	0	0
80	46	PIMO	Adult	97.4	0	0
68	76	ABMA	Adult	23.1	0	0
77	95	PICO	Adult	39.4	0	0
75	95	PICO	Adult	68.3	0	0
79	100	ABMA	Adult	56	0	0
70	96	ABMA	Adult	26.4	0	0
67	98	ABCO	Adult	31.7	0	0
66	98	ABMA	Adult	33.5	0	0
65	98	ABMA	Adult	10.7	0	0
65	99	ABMA	Adult	1.3	0	0
64	99.5	ABCO	Adult	20.1	0	0
69	95	ABMA	Adult	16	0	0
61	99	ABMA	Adult	20	0	0
61	97	ABMA	Adult	1.2	0	0
62.5	95.5	ABMA	Adult	20.1	0	0
63	97	ABMA	Adult	26.1	0	0
2	98	ABCO	Adult	38.2	0	0
0	94	ABMA	Adult	105.9	0	0
0.5	93	ABMA	Adult	42.4	0	0
1	94	ABCO	Adult	6.2	0	0
0.5	94	ABCO	Adult	22.3	0	0
0	98	ABMA	Adult	28.3	0	0
7	99	ABCO	Adult	12.7	0	0
13	95	ABMA	Adult	6.5	0	0
37	98	ABCO	Adult	14.7	0	0
36	99	ABCO	Adult	10.9	0	0
35	100	ABMA	Adult	57	0	0
35	97	ABMA	Adult	23.3	0	0
34	95	ABCO	Adult	41.5	0	0
33	97	ABMA	Adult	135.7	0	0
33	99	ABCO	Adult	27.5	0	0
30	97	ABCO	Adult	24.4	0	0
20	97	ABMA	Adult	17.2	0	0
42	97	ABCO	Adult	2.8	0	0
41.5	97.5	ABMA	Adult	22.7	0	0
42	98	PIMO	Adult	20.2	0	0
41.5	97.5	ABMA	Adult	8.7	0	0
44	97	ABMA	Adult	4	0	0
48	96	ABMA	Adult	2.5	0	0
53	94	ABMA	Adult	2.5	0	0
58	100	ABCO	Adult	30.5	0	0
57	65	PIMO	Adult	20.5	0	0
51	61	PIMO	Adult	5.8	0	0
57	60	ABMA	Adult	5.2	0	0
60	60	PIMO	Adult	7.6	0	0
1	64	ABCO	Adult	44.1	0	0
6	62	ABCO	Adult	51.3	0	0
3	62	ABMA	Adult	9	0	0
5	71	ABMA	Adult	15.9	0	0
4	69	ABMA	Adult	20	0	0
13	63	ABMA	Adult	1.9	0	0
32.5	58.5	ABCO	Adult	2	0	0
17	54	ABCO	Adult	2.5	0	0
6	50	ABMA	Adult	70.7	0	0
5	52	ABMA	Adult	4.8	0	0
47	13	ABMA	Adult	7	0	0
2	52	ABMA	Adult	2.9	0	0
4	55	ABMA	Adult	9.7	0	0
0	54	PIMO	Adult	27	0	0
5.5	56	ABMA	Adult	2.7	0	0
6	60	ABMA	Adult	2	0	0
53	30	PIMO	Adult	7.3	0	0
11	13	ABMA	Adult	5.2	0	0
68	76	ABMA	Adult	66.5	0	0
50	93	ABMA	Adult	139.5	0	0
58	65	ABMA	Adult	48.4	0	0
23	32	ABMA	Adult	143.2	0	0
20	0	PICO	Adult	48.4	0	0
30	0	ABMA	Adult	2.5	0	0
25	0	ABMA	Adult	3.4	0	0
83	12	ABCO	Adult	18.1	0	0
85	15	ABCO	Adult	40.4	0	0
95	8	ABMA	Adult	38.4	0	0
96	17	ABMA	Adult	81	0	0
101	17	ABMA	Adult	4	0	0
101	16.5	ABMA	Adult	3	0	0
117	26	ABMA	Adult	41.6	0	0
116	30	ABMA	Adult	71.5	0	0
115	30	ABCO	Adult	2.5	0	0
143	11	ABCO	Adult	12.9	0	0
103	17	ABMA	Adult	5.4	0	0
86	9	ABCO	Adult	5.3	0	0
113	40	ABCO	Adult	57.5	0	0
111	38	ABMA	Adult	58.4	0	0
110	38	ABMA	Adult	78.8	0	0
109.5	34	ABMA	Adult	15.2	0	0
105	26	ABCO	Adult	7.8	0	0
132	57	ABMA	Adult	62.2	0	0
107	25	ABMA	Adult	4.7	0	0
114	14	ABMA	Adult	9.8	0	0
116	18	ABCO	Adult	43.5	0	0
130	26	ABCO	Adult	39.6	0	0
135	44	PIMO	Adult	10.5	0	0
148	79	ABMA	Adult	112.2	0	0
106	30	ABMA	Adult	83.1	0	0
95.5	13	ABCO	Adult	12.2	0	0
95	14	ABMA	Adult	10.8	0	0
95	12	ABCO	Adult	1.7	0	0
114	16	ABMA	Adult	98.4	0	0
104	14	ABMA	Adult	6.6	0	0
108	17.5	ABMA	Adult	29.7	0	0
109	11	ABMA	Adult	57.6	0	0
108	9.5	ABMA	Adult	50.8	0	0
101	17	ABCO	Adult	2.4	0	0
99	18	ABMA	Adult	13.8	0	0
98	19.5	ABMA	Adult	2.6	0	0
99	20	ABMA	Adult	1.3	0	0
158.5	84.5	ABCO	Adult	4.8	0	0
100	15	ABMA	Adult	6.9	0	0
100.5	6.5	ABCO	Adult	3.9	0	0
115	7	ABCO	Adult	18.3	0	0
93	3	ABMA	Adult	3.7	0	0
94	4	ABCO	Adult	97.8	0	0
94.5	2	ABMA	Adult	2.2	0	0
94	2	ABMA	Adult	3.5	0	0
101	6	ABMA	Adult	4.1	0	0
100	10	ABCO	Adult	2.9	0	0
98	13.5	ABMA	Adult	13.7	0	0
92.5	4	ABMA	Adult	2.3	0	0
92.5	4.5	ABMA	Adult	2.8	0	0
94	4	ABMA	Adult	3.9	0	0
91	5	ABMA	Adult	2	0	0
90	4	ABCO	Adult	21.7	0	0
97	14	ABMA	Adult	10.7	0	0
82	5	ABCO	Adult	71.9	0	0
110.5	1.5	ABMA	Adult	5.7	0	0
93.5	4	ABMA	Adult	2.9	0	0
91.5	4.5	ABMA	Adult	2	0	0
115	0.5	ABMA	Adult	3.1	0	0
110.5	3	ABMA	Adult	8.8	0	0
97	4.5	ABMA	Adult	4.8	0	0
120	4	ABMA	Adult	141.5	0	0
100	15	ABMA	Adult	11.4	0	0
94.5	1.5	ABCO	Adult	1.9	0	0
93.5	3.5	ABMA	Adult	2.4	0	0
85	52	ABMA	Adult	24.1	0	0
110	1	ABMA	Adult	2.7	0	0
114	4	ABMA	Adult	22	0	0
107	4.5	ABMA	Adult	75.8	0	0
83	25	ABCO	Adult	6.9	0	0
95	20	ABMA	Adult	52.6	0	0
81	34.5	ABCO	Adult	5.5	0	0
84	27.5	ABCO	Adult	65.1	0	0
85	33	ABCO	Adult	14.3	0	0
158	46	ABMA	Adult	33.2	0	0
135	13	ABMA	Adult	109	0	0
88.5	23	ABCO	Adult	9.8	0	0
94	25	ABCO	Adult	23.8	0	0
126	35	ABMA	Adult	48	0	0
159	40	ABCO	Adult	31.8	0	0
132	17	ABMA	Adult	96.6	0	0
94	40	ABMA	Adult	103.8	0	0
131	18	ABMA	Adult	28.8	0	0
132	91.5	ABCO	Adult	20.9	0	0
140	56	ABCO	Adult	2.2	0	0
87	38	ABCO	Adult	25.4	0	0
147	75	ABCO	Adult	81.2	0	0
87	31	ABCO	Adult	18.8	0	0
94	32	ABMA	Adult	17.7	0	0
86	37	ABCO	Adult	9.1	0	0
88	35	ABMA	Adult	10.8	0	0
83	20	ABMA	Adult	57.3	0	0
86	31	ABMA	Adult	22.4	0	0
144	11	ABMA	Adult	122	0	0
82	25	ABCO	Adult	42.7	0	0
160	30	PICO	Adult	3.2	0	0
160	30.5	PICO	Adult	16.9	0	0
160	34	PICO	Adult	1.3	0	0
159.5	34	PICO	Adult	2.6	0	0
160	34.5	PICO	Adult	12.3	0	0
124	1	ABMA	Adult	4.4	0	0
123.5	1.5	ABMA	Adult	4.5	0	0
141	18	PIMO	Adult	2.6	0	0
143	18	ABMA	Adult	5.4	0	0
124	17	ABMA	Adult	13.6	0	0
124	16	ABMA	Adult	30.9	0	0
126.5	2	ABMA	Adult	6.5	0	0
127	2	ABMA	Adult	5.7	0	0
124	19	PICO	Adult	42	0	0
122	18	ABMA	Adult	22.1	0	0
122	11	ABMA	Adult	2.4	0	0
132	6	ABMA	Adult	51.3	0	0
126	9	ABMA	Adult	8.5	0	0
144	10	ABMA	Adult	1	0	0
126	11	ABMA	Adult	3.5	0	0
125	45	ABMA	Adult	52	0	0
124	40	ABMA	Adult	57.7	0	0
122	38	ABCO	Adult	28.4	0	0
124	8	ABMA	Adult	13.3	0	0
120	23	ABMA	Adult	19.2	0	0
120	28	ABMA	Adult	9.5	0	0
119	36	ABMA	Adult	11.4	0	0
120	35	ABMA	Adult	18.4	0	0
125	33	ABMA	Adult	73.8	0	0
155	29	ABMA	Adult	92.5	0	0
155	29	ABMA	Adult	52.2	0	0
154	33	ABMA	Adult	127	0	0
154	34	ABMA	Adult	29.8	0	0
133	30	ABMA	Adult	60.8	0	0
160	39	ABMA	Adult	68.9	0	0
132	27	ABCO	Adult	5	0	0
146	75	ABMA	Adult	67.9	0	0
137	17	ABMA	Adult	99.5	0	0
143	88	ABMA	Adult	12.6	0	0
148	86	ABMA	Adult	10	0	0
130	30	ABMA	Adult	25.6	0	0
155	75	ABMA	Adult	34.5	0	0
125.5	83	ABMA	Adult	26.3	0	0
159	75	ABMA	Adult	21.5	0	0
158	84	ABMA	Adult	32.6	0	0
149	79	ABMA	Adult	37.1	0	0
140	77	ABCO	Adult	99.6	0	0
159	85	PICO	Adult	65.5	0	0
154	84	ABMA	Adult	39	0	0
153	84	ABMA	Adult	89.5	0	0
140	90.5	PIMO	Adult	70.4	0	0
139	86	ABMA	Adult	50.1	0	0
145.5	54	ABMA	Adult	1.4	0	0
138	84	ABMA	Adult	10.3	0	0
138	85	ABMA	Adult	8.7	0	0
134	96	ABMA	Adult	35	0	0
142	57	ABMA	Adult	24	0	0
151	50	PIMO	Adult	3.8	0	0
150	50	ABMA	Adult	2.7	0	0
150	48	PIMO	Adult	14.3	0	0
148	50	ABMA	Adult	3.7	0	0
152	46	ABMA	Adult	6.2	0	0
148	93	ABMA	Adult	11.9	0	0
