X	Y	Species	Type	Diam	Height	ParamG1
10.84	32.93	CADE	Adult	36.6	0	0
18.615	25.382	QUKE	Adult	27.4	0	0
15.966	28.129	QUKE	Adult	18.8	0	0
20.058	24.08	QUKE	Adult	25.1	0	0
22.375	21.961	PILA	Adult	4.5	0	0
22.062	22.528	CADE	Adult	64.4	0	0
18.417	26.782	CADE	Adult	5.2	0	0
20.029	25.58	CADE	Adult	11.8	0	0
28.296	17.369	ABCO	Adult	14.1	0	0
25.049	20.969	ABCO	Adult	23.3	0	0
16.784	29.249	CADE	Adult	13	0	0
9.62	36.483	CADE	Adult	16.2	0	0
39.1	7.088	PIPO	Adult	127.2	0	0
32.604	13.839	ABCO	Adult	22.9	0	0
19.773	26.712	PILA	Adult	5.1	0	0
1.517	45.039	CADE	Adult	11.3	0	0
18.804	28.544	CADE	Adult	13.8	0	0
1.718	45.715	CADE	Adult	21.2	0	0
15.892	31.838	QUKE	Adult	30.4	0	0
25.816	22.154	PILA	Adult	1.9	0	0
20.91	27.216	QUKE	Adult	31	0	0
18.623	29.587	QUKE	Adult	30.3	0	0
19.837	28.416	PILA	Adult	5.5	0	0
27.493	20.817	CADE	Adult	19.4	0	0
21.695	26.628	QUKE	Adult	24.8	0	0
15.211	33.183	CADE	Adult	24.2	0	0
22.045	26.42	ABCO	Adult	17.5	0	0
18.434	30.131	ABCO	Adult	11.3	0	0
16.413	32.221	QUKE	Adult	40	0	0
46.802	2.229	ABCO	Adult	49	0	0
2.944	46.242	CADE	Adult	6.1	0	0
35.765	13.436	ABCO	Adult	23.8	0	0
25.511	23.746	ABCO	Adult	2.5	0	0
11.763	37.551	PILA	Adult	0.6	0	0
16.935	32.733	CADE	Adult	12.5	0	0
27.525	22.27	ABCO	Adult	2.1	0	0
33.844	16.403	ABCO	Adult	4.2	0	0
17.121	33.281	CADE	Adult	6.3	0	0
31.394	19.065	CADE	Adult	17.7	0	0
24.448	26.082	ABCO	Adult	33.8	0	0
16.932	33.753	CADE	Adult	12.1	0	0
21.814	29.225	CADE	Adult	8.2	0	0
32.923	18.314	CADE	Adult	15	0	0
18.443	32.808	CADE	Adult	11	0	0
49.316	2.473	CADE	Adult	16.1	0	0
9.213	42.632	QUCH	Adult	0.7	0	0
9.547	42.313	PILA	Adult	8.7	0	0
29.904	22.181	ABCO	Adult	26.9	0	0
21.768	30.614	CADE	Adult	8.8	0	0
50.784	1.684	ABCO	Adult	13.8	0	0
10.001	42.494	CADE	Adult	40	0	0
10.369	42.551	PILA	Adult	18.2	0	0
8.374	44.729	CADE	Adult	0.3	0	0
29.109	24.094	QUKE	Adult	26	0	0
28.808	24.522	QUKE	Adult	18.6	0	0
3.714	49.645	CADE	Adult	10.6	0	0
47.114	6.754	QUKE	Adult	25.8	0	0
29.455	24.682	CADE	Adult	12.5	0	0
36.459	17.917	QUKE	Adult	16.5	0	0
30.391	24.282	QUKE	Adult	22.7	0	0
38.988	15.699	ABCO	Adult	29.4	0	0
21.958	32.871	ABCO	Adult	32.8	0	0
6.788	48.508	QUKE	Adult	29.6	0	0
34.718	20.776	QUKE	Adult	23.7	0	0
28.214	27.407	CADE	Adult	6.9	0	0
36.344	19.617	QUKE	Adult	28.7	0	0
1.718	54.369	CADE	Adult	9.3	0	0
6.643	49.544	QUKE	Adult	37.3	0	0
3.883	52.572	ABCO	Adult	1.5	0	0
53.35	3.304	ABCO	Adult	9.9	0	0
48.104	8.818	ABCO	Adult	49.3	0	0
6.673	50.419	QUKE	Adult	32	0	0
30.21	27.179	CADE	Adult	9	0	0
31.599	26.03	ABCO	Adult	20.3	0	0
12.867	45.498	QUKE	Adult	0.9	0	0
34.625	23.909	CADE	Adult	17.7	0	0
16.488	42.046	QUCH	Adult	0.3	0	0
30.843	27.847	CADE	Adult	8.2	0	0
30.236	28.624	CADE	Adult	9.4	0	0
12.54	46.504	QUKE	Adult	1.7	0	0
33.638	25.546	CADE	Adult	11.3	0	0
20.011	39.527	QUCH	Adult	0.7	0	0
20.315	39.294	QUCH	Adult	0.5	0	0
15.74	44.039	CADE	Adult	76.9	0	0
4.957	55.246	CADE	Adult	5.5	0	0
27.568	32.847	PIPO	Adult	84	0	0
19.174	41.27	QUCH	Adult	0.5	0	0
4.223	56.277	ABCO	Adult	12.5	0	0
18.773	42.279	QUCH	Adult	1.3	0	0
43.322	17.941	CADE	Adult	28.4	0	0
21.284	40.065	QUCH	Adult	0.3	0	0
14.235	47.156	QUKE	Adult	22.7	0	0
13.499	47.948	QUKE	Adult	29	0	0
14.022	47.468	QUKE	Adult	29.5	0	0
21.554	39.964	QUCH	Adult	0.9	0	0
20.952	40.637	QUCH	Adult	0.8	0	0
21.252	40.365	QUCH	Adult	0.6	0	0
7.011	54.663	QUKE	Adult	27.1	0	0
58.503	3.185	ABCO	Adult	45.7	0	0
32.32	29.651	CADE	Adult	14.1	0	0
21.156	40.942	QUCH	Adult	0.6	0	0
7.559	54.638	QUKE	Adult	1.1	0	0
43.274	19.192	QUKE	Adult	19.8	0	0
6.759	55.721	QUKE	Adult	28.6	0	0
40.388	22.12	ABCO	Adult	72	0	0
43.843	18.99	QUKE	Adult	20.6	0	0
44.164	18.697	PILA	Adult	24.5	0	0
40.297	22.663	QUKE	Adult	23.9	0	0
43.464	19.68	QUKE	Adult	24.3	0	0
7.491	55.781	QUKE	Adult	2.9	0	0
38.389	25.025	ABCO	Adult	72.1	0	0
