X	Y	Species	Type	Diam	Height	ParamG1
240.5	78	ABCO	Adult	74.2	0	0
237	75	ABCO	Adult	105.8	0	0
238	75	ABCO	Adult	105.7	0	0
230	80	ABCO	Adult	51	0	0
290.5	49	CADE	Adult	28.3	0	0
295	77	ABCO	Adult	56.8	0	0
259	40.5	ABCO	Adult	76.9	0	0
298	75	PILA	Adult	37	0	0
300	73	PILA	Adult	169.3	0	0
267	41.5	ABCO	Adult	22.4	0	0
267	45	CADE	Adult	71.9	0	0
258	42	ABCO	Adult	37.6	0	0
261	45	ABCO	Adult	101.8	0	0
248	54.5	ABCO	Adult	83.6	0	0
240	59	PIJE	Adult	105.8	0	0
245	65	ABCO	Adult	46.7	0	0
255	44.5	ABCO	Adult	37.8	0	0
247	47.5	ABCO	Adult	34.3	0	0
247.5	52	ABCO	Adult	107	0	0
255	46	ABCO	Adult	94	0	0
248.5	52.5	ABCO	Adult	46.9	0	0
247.5	65	ABCO	Adult	34.5	0	0
248	62	ABCO	Adult	18.5	0	0
259	66	ABCO	Adult	94.7	0	0
258	64	ABCO	Adult	105.5	0	0
258	60	ABCO	Adult	41.1	0	0
260	56	ABCO	Adult	59.4	0	0
229.5	46	ABMA	Adult	60.2	0	0
238	50.5	ABCO	Adult	143.3	0	0
251	64	ABCO	Adult	53.5	0	0
257	62	ABCO	Adult	25.5	0	0
261	55	ABCO	Adult	20.8	0	0
261.5	55	ABCO	Adult	39.2	0	0
215	49	ABMA	Adult	71.7	0	0
213	48.5	ABMA	Adult	43.8	0	0
221.5	70	ABMA	Adult	73	0	0
221	70	ABMA	Adult	17.8	0	0
226	77	ABCO	Adult	51	0	0
236	70	ABCO	Adult	109.8	0	0
239	72	ABCO	Adult	121.1	0	0
247	72	ABCO	Adult	22.5	0	0
247.5	72.5	ABCO	Adult	54.6	0	0
257	77	PILA	Adult	45.7	0	0
258	76	ABCO	Adult	20.6	0	0
298.5	0	PIPO	Adult	47.5	0	0
237	9	CADE	Adult	26.8	0	0
258	6	CADE	Adult	21.5	0	0
296	12	CADE	Adult	43.9	0	0
7.5	80.5	ABCO	Adult	69.9	0	0
36	97	ABCO	Adult	113.5	0	0
33	93	ABCO	Adult	105.9	0	0
17.5	80.5	PIPO	Adult	59.8	0	0
19	85	ABCO	Adult	32.3	0	0
26	82	ABCO	Adult	38.8	0	0
28.5	85.5	ABCO	Adult	31.6	0	0
22	88.5	ABCO	Adult	42.9	0	0
34	92.5	ABCO	Adult	98.5	0	0
35	88.5	PIPO	Adult	102.4	0	0
32	82	ABCO	Adult	51.7	0	0
38	81.5	ABCO	Adult	37.4	0	0
40.5	80	ABCO	Adult	59	0	0
47	80.5	ABCO	Adult	28.9	0	0
47.5	82	ABCO	Adult	40.9	0	0
46	87	ABCO	Adult	51.1	0	0
42	90.5	ABCO	Adult	86.2	0	0
41	97	ABCO	Adult	42.7	0	0
51	100.5	CADE	Adult	49.4	0	0
50	89	ABCO	Adult	58.6	0	0
51	84	ABCO	Adult	66.7	0	0
51.5	84	CADE	Adult	56.9	0	0
52	84	ABCO	Adult	32.4	0	0
57	82	ABCO	Adult	50.5	0	0
59.5	82.5	ABCO	Adult	54.6	0	0
60	85.5	ABCO	Adult	24.6	0	0
56	89	ABCO	Adult	33.9	0	0
56	87.5	ABCO	Adult	18.6	0	0
58.5	88	ABCO	Adult	26.3	0	0
9.5	102	ABCO	Adult	128.7	0	0
8	105	ABCO	Adult	109.1	0	0
59	90	CADE	Adult	28.3	0	0
23	109.5	ABCO	Adult	40.4	0	0
33.5	111	ABCO	Adult	54	0	0
33	110	ABCO	Adult	61.3	0	0
37	111	ABCO	Adult	86.9	0	0
37	110	ABCO	Adult	57.1	0	0
36	106.5	ABCO	Adult	47	0	0
33	100	ABCO	Adult	87.9	0	0
27.5	98.5	ABCO	Adult	62.8	0	0
40.5	107.5	ABCO	Adult	114.9	0	0
47.5	103	ABCO	Adult	102.3	0	0
53	102	PILA	Adult	76.6	0	0
57	103	PIJE	Adult	48.6	0	0
52	107	ABCO	Adult	58.1	0	0
60	102.5	PIJE	Adult	42.5	0	0
56	115	PIJE	Adult	82.1	0	0
62	103	ABCO	Adult	38.9	0	0
56	110	ABCO	Adult	47.7	0	0
57	110	PIJE	Adult	49.7	0	0
69.5	108.5	CADE	Adult	45.5	0	0
75.5	106.5	ABCO	Adult	24.5	0	0
76	106	PIJE	Adult	17.1	0	0
73	104	PIJE	Adult	41.1	0	0
71	102	CADE	Adult	51.7	0	0
66	110	ABCO	Adult	35	0	0
76	107	PIJE	Adult	54.8	0	0
77	114	ABCO	Adult	53	0	0
65	105.5	ABCO	Adult	42.5	0	0
45	118.5	ABCO	Adult	100.2	0	0
46	119.5	ABCO	Adult	103.2	0	0
54	119	PIJE	Adult	41.9	0	0
77	105	ABCO	Adult	29.2	0	0
76.5	103.5	CADE	Adult	20.9	0	0
76	103.5	ABCO	Adult	42.8	0	0
76	101.5	PIJE	Adult	41.7	0	0
79	102	ABCO	Adult	36.7	0	0
78	95	PIPO	Adult	23.1	0	0
74	94	ABCO	Adult	48.3	0	0
96.5	151	ABCO	Adult	29.9	0	0
68	98.5	ABCO	Adult	43.2	0	0
67	96	PIJE	Adult	37.3	0	0
69.5	92	CADE	Adult	44.4	0	0
68	89.5	CADE	Adult	45.6	0	0
67.5	87.5	PIJE	Adult	67.6	0	0
67.5	85.5	ABCO	Adult	32.6	0	0
67.5	81	PIJE	Adult	25	0	0
72	82.5	CADE	Adult	51	0	0
70.5	88.5	CADE	Adult	46.9	0	0
71	88.5	PIJE	Adult	22	0	0
74	86	ABCO	Adult	13.5	0	0
75	88	CADE	Adult	49.3	0	0
76	88	ABCO	Adult	22.5	0	0
79.5	92	CADE	Adult	33	0	0
88.5	94.5	PIPO	Adult	74.4	0	0
92.5	98.5	CADE	Adult	56.9	0	0
98	100.5	CADE	Adult	38	0	0
99.5	92	CADE	Adult	32.7	0	0
100	112	PIPO	Adult	121.2	0	0
93	82.5	PIJE	Adult	33.7	0	0
97	118.5	PIJE	Adult	88.6	0	0
84	113	PIJE	Adult	46.3	0	0
93	153	PILA	Adult	15.3	0	0
89	151	ABCO	Adult	41	0	0
92	154	CADE	Adult	22.2	0	0
92	139	CADE	Adult	55.1	0	0
93	146.5	ABCO	Adult	58.2	0	0
91	137	ABCO	Adult	89.2	0	0
97	136	CADE	Adult	74.4	0	0
95.5	127	CADE	Adult	15.8	0	0
99.5	127	PILA	Adult	58	0	0
78	124	ABCO	Adult	118.5	0	0
87	129	CADE	Adult	4.4	0	0
75	128	CADE	Adult	14	0	0
75	130	PIJE	Adult	9.7	0	0
78	136	ABCO	Adult	12.9	0	0
80	136	ABCO	Adult	9.1	0	0
82	136.5	ABCO	Adult	4	0	0
75.5	139	ABCO	Adult	10.2	0	0
73	144.5	ABCO	Adult	4.5	0	0
83	157	ABCO	Adult	31.6	0	0
84	157	ABCO	Adult	30.3	0	0
83.5	158	CADE	Adult	28.5	0	0
63	147	ABCO	Adult	42.4	0	0
56	153	ABCO	Adult	29	0	0
58.5	149	ABCO	Adult	106.1	0	0
37	120	PIJE	Adult	85.1	0	0
