X	Y	Species	Type	Diam	Height	ParamG1
141	0.5	PIPO	Adult	8	0	0
141.5	3	PIPO	Adult	5.7	0	0
149	1	PIPO	Adult	3	0	0
144.5	1	PIPO	Adult	3.4	0	0
145	1	PILA	Adult	3.5	0	0
147	6.5	QUKE	Adult	30.4	0	0
147	6	QUKE	Adult	17.7	0	0
157	6	PIPO	Adult	19.3	0	0
160	8	PIPO	Adult	21.8	0	0
158	9	QUKE	Adult	20.2	0	0
158	11	PILA	Adult	32.8	0	0
157	12	QUKE	Adult	47.8	0	0
157	12.5	QUKE	Adult	42.1	0	0
158	15.5	PIPO	Adult	25.5	0	0
153	15	ABCO	Adult	23.1	0	0
149	15	ABCO	Adult	8.5	0	0
146	17	ABCO	Adult	42.2	0	0
146	16	QUKE	Adult	38.5	0	0
146	16	QUKE	Adult	32.1	0	0
144	13	ABCO	Adult	18.3	0	0
143	9.5	PILA	Adult	4.7	0	0
145	8.5	QUKE	Adult	45.9	0	0
143.5	17	QUKE	Adult	44.4	0	0
144	17	QUKE	Adult	22.8	0	0
119	78	ABCO	Adult	67.6	0	0
119	73	ABCO	Adult	49.2	0	0
133	76.5	ABCO	Adult	71.4	0	0
135	74.5	ABCO	Adult	76.2	0	0
139	71.5	ABCO	Adult	70.3	0	0
153	76	ABCO	Adult	57.6	0	0
153.5	73	ABCO	Adult	9.2	0	0
155.5	75	ABCO	Adult	40.3	0	0
152.5	71	ABCO	Adult	31	0	0
153	66	PILA	Adult	38.3	0	0
160	76	ABCO	Adult	50.7	0	0
162	72	ABCO	Adult	55.2	0	0
166	75	ABCO	Adult	42	0	0
168	76	PILA	Adult	20.4	0	0
180	70	PILA	Adult	98.9	0	0
180	71	PILA	Adult	110.4	0	0
188	74	PILA	Adult	43.1	0	0
194.5	68.5	ABCO	Adult	51	0	0
188	66	ABCO	Adult	38.2	0	0
187	66	PILA	Adult	35.5	0	0
185	50	ABCO	Adult	44.1	0	0
185	50.5	QUKE	Adult	71.2	0	0
180	43	ABCO	Adult	44.9	0	0
181	42	ABCO	Adult	51.2	0	0
184	40	QUKE	Adult	55	0	0
187	35	QUKE	Adult	35.7	0	0
166	32	ABCO	Adult	32.4	0	0
168	28	QUKE	Adult	50.4	0	0
162	20	CADE	Adult	24.4	0	0
172	23	ABCO	Adult	51.6	0	0
175	28	ABCO	Adult	20.9	0	0
175	27	QUKE	Adult	40.8	0	0
175	26	QUKE	Adult	38.8	0	0
175	26.5	QUKE	Adult	27.7	0	0
178	25	QUKE	Adult	35.3	0	0
168	4.5	QUKE	Adult	46.8	0	0
168	5	QUKE	Adult	38.7	0	0
170	2.5	QUKE	Adult	33.3	0	0
169.5	2	QUKE	Adult	35.6	0	0
170.5	1.5	QUKE	Adult	36.6	0	0
173	0	PIPO	Adult	47.5	0	0
191	9	QUKE	Adult	46.5	0	0
192	16	PIPO	Adult	25.8	0	0
189	26.5	PIPO	Adult	10	0	0
189	26	PIPO	Adult	15.1	0	0
192	17.5	PIPO	Adult	15	0	0
148	46	ABCO	Adult	81.1	0	0
147	49	ABCO	Adult	54.4	0	0
157	51	PILA	Adult	90.4	0	0
158	51	ABCO	Adult	22.5	0	0
163	45	QUKE	Adult	47	0	0
160	41	QUKE	Adult	49.3	0	0
165	42	PILA	Adult	29.7	0	0
144	62	ABCO	Adult	68.4	0	0
179	31	PILA	Adult	36.1	0	0
179	31.5	ABCO	Adult	17.1	0	0
180	29	ABCO	Adult	50.1	0	0
185	29	PIPO	Adult	46.8	0	0
187	26	PIPO	Adult	60.7	0	0
164	12	PIPO	Adult	40.2	0	0
164	13	PIPO	Adult	43	0	0
165	12	PIPO	Adult	24.8	0	0
165	12	PIPO	Adult	17.5	0	0
164	14	ABCO	Adult	50.2	0	0
164	13.5	ABCO	Adult	40.8	0	0
165	16	PIPO	Adult	56.7	0	0
174	6	PIPO	Adult	114.2	0	0
177.5	9.5	QUKE	Adult	30.3	0	0
182	8	PIPO	Adult	38.9	0	0
186	10	QUKE	Adult	19.5	0	0
186	10	QUKE	Adult	14.2	0	0
186	10	QUKE	Adult	20.3	0	0
178	24	QUKE	Adult	39.7	0	0
182	27	ABCO	Adult	43.5	0	0
188	25	PIPO	Adult	12	0	0
190.5	24.5	PIPO	Adult	24.2	0	0
191	24	PIPO	Adult	15.6	0	0
187.5	26	PIPO	Adult	11.3	0	0
191	22	PIPO	Adult	16.1	0	0
198	64	ABCO	Adult	77.4	0	0
191	52	ABCO	Adult	33.3	0	0
185	40	ABCO	Adult	37.8	0	0
190	40	QUKE	Adult	53.7	0	0
189	40	QUKE	Adult	32	0	0
193	43	ABCO	Adult	39.3	0	0
199	26	PIPO	Adult	17.9	0	0
200	28	PIPO	Adult	7.2	0	0
196	27	PIPO	Adult	43	0	0
197	28	PIPO	Adult	21.4	0	0
199	32	QUKE	Adult	60.3	0	0
199	32	QUKE	Adult	48.8	0	0
199	31	QUKE	Adult	43.8	0	0
199	31	QUKE	Adult	35.1	0	0
171	56	PIPO	Adult	70.3	0	0
194.5	19	PIPO	Adult	19	0	0
194	18	PIPO	Adult	7.8	0	0
169.5	51	ABCO	Adult	26.5	0	0
181	4	QUCH	Adult	2.9	0	0
181	3.5	QUCH	Adult	2.3	0	0
186	8	QUCH	Adult	2.4	0	0
194.5	3	QUCH	Adult	20.4	0	0
194.5	3	QUCH	Adult	23.8	0	0
194.5	3	QUCH	Adult	17.9	0	0
194.5	3	QUCH	Adult	21	0	0
194.5	3	QUCH	Adult	16.3	0	0
194.5	3	QUCH	Adult	24.6	0	0
194.5	3	QUCH	Adult	17.4	0	0
194.5	3	QUCH	Adult	16	0	0
194.5	3	QUCH	Adult	25	0	0
194.5	3	QUCH	Adult	20.4	0	0
194.5	3	QUCH	Adult	6.2	0	0
194.5	3	QUCH	Adult	21.5	0	0
194.5	3	QUCH	Adult	18.9	0	0
194.5	3	QUCH	Adult	17.5	0	0
194.5	3	QUCH	Adult	24.2	0	0
194.5	3	QUCH	Adult	16.6	0	0
194.5	3	QUCH	Adult	18.3	0	0
194	2	QUCH	Adult	15	0	0
194	2.5	QUCH	Adult	5.7	0	0
169.5	22	QUKE	Adult	37.3	0	0
168.5	33	ABCO	Adult	58.6	0	0
198	73	ABCO	Adult	24.8	0	0
118.5	5	QUKE	Adult	1	0	0
161	9.5	PIPO	Adult	18.3	0	0
192	19	PILA	Adult	10.2	0	0
190	16	PIPO	Adult	12.7	0	0
190	15.5	PIPO	Adult	9.5	0	0
182	16	QUKE	Adult	2.4	0	0
181	16	QUKE	Adult	3.1	0	0
